title;text
la gran noche de la cenicienta;olvidando todos sus quehaceres y hasta su nombre disfrutó de la fiesta hasta la medianoche
el reloj y el relojero;oye compadre me puedes decir la ho whoa y ese reloj nuevo sí compadre me lo regaló mi mujer de regalo de aniversario está bellísimo debió haberte costado una fortuna eso es lo más sorprendente este año a diferencia de los anteriores mi esposa no me pidió ni un solo centavo para comprarme el regalo todavía me pregunto cómo hizo para conseguirlo vaya este año la comadre se lució ojalá mi esposa fuera como ella sí tengo la mejor esposa del mundo sentenció el hombre inflando su pecho sin embargo esa tarde gracias a su nuevo reloj el hombre pudo salir temprano del trabajo y llegar media hora antes de lo habitual a su casa y mientras esperaba que su mujer le abriera la puerta principal pudo aclarar el misterio de su majestuoso regalo cuando vio salir al relojero apresurado por la puerta trasera subiéndose el cierre del pantalón y abotonándose la camisa
la pesadilla de la princesa;se acerca un príncipe por el este anunció el dragón que resguardaba la torre al escuchar esto la princesa se emocionó mucho y agarrando sus binoculares dorados corrió a la ventana este de su torre para ver al príncipe acercarse es bello exclamó la princesa al ver al joven musculoso de cabellos dorados galopar a toda velocidad hacía ella se acera un príncipe por el oeste otro chilló la princesa corriendo al el otro lado de la torre para poder ver con sus binoculares al otro hermoso príncipe de cabellos marrones acercarse a su torre mi sueño hecho realidad pensó la princesa mientras corría de un lado a otro ordenando todo poniéndose sus mejores ropas y maquillándose para esperar a sus príncipes dos hombres se van a pelear por mi amor qué afortunada soy después de alistarse la princesa se acostó en sus aposentos se hizo la dormida y esperó a que los príncipes llegaran sin embargo después de esperar esperar esperar y esperar la princesa se impacientó y agarrando los binoculares dorados se asomó por la ventana principal de su torre para ver por dónde venían dónde diablos se metieron será qué se los comió el dragónse preguntó al ver que no había nadie alrededor de su torre de pronto mientras los buscaba se percató de un movimiento raro en los arbustos y cuando enfocó mejor sus binoculares para ver qué pasaba allí su sueño se convirtió en una pesadilla al ver a los dos príncipes semidesnudos besándose y acariciándose escondidos entre los matorrales
el gato copión;cuando la chica salió de su casa uno de los gatos que siempre alimentaba le maulló para que le diera comida sin embargo al estar apurada y no tener nada que darle la chica lo ignoró y el gato indignado le dio un zarpazo en la pierna que la dejó sangrando ay arde le reclamó la chica al animal pero cuando le dirigió la mirada su sangre se heló y sintió un escalofrío en todo su cuerpo al ver que el gato se estaba lamiendo con gusto la zarpa con la que la había atacado donde yacía una pequeña gota de sangre asqueada y horrorizada la chica siguió con su día tratando de olvidar el incidente y al anochecer cuando llegó a casa se encontró que esta estaba rodeada por decenas de policías que fueron a buscarla para ponerla presa porque una chica con las misma descripción física que ella había robado 1000000 de latas de sardinas del supermercado
incendio en el motel;después de aquella fogosa noche lo único que encontraron los bomberos fueron los restos carbonizados de la pareja de infieles quienes sin poder controlar sus llamas de pasión habían comenzado todo
esquizofrenia;cuando mi hermano mayor regresó a casa después de pasar tres años encerrado en el manicomio tenía mucho miedo de verlo y traté de evitarlo pero el mismo día de su regreso me tocó quedarme a solas con él en el vestíbulo mientras nuestro padre subía sus maletas eh hola lo saludé me tienes miedo dijo seca y fríamente no deberías tú eres mi hermanito nunca sería capaz de hacerte nada malo añadió al ver que me había quedado callado y había bajado la cabeza cómo estás bien le pregunté tímidamente sí y se fueron quiénes las voces respondí dejándome llevar por mi curiosidad las que escuchabas en tu cabeza no entonces cómo saliste actuando me confesó fríamente pretendí estar bien llevo meses diciéndole a los doctores que ya no puedo escucharlas y los medicamentos los estás tomando todos los malditos días a pesar de que no funcionan no pierdo la esperanza de que algún día me hagan dejar de escuchar a este maldito demonio todavía crees que estás poseído le pregunté incrédulo no lo creo sentenció estoy poseído tengo un demonio dentro mí que todos los días me susurra al oído que soy suyo y que nunca podré librarme de él al escucharlo palidecí y me quedé petrificado no me crees préstame tu crucifijo toma ah gritó mi hermano soltando el crucifijo tan pronto lo tuvo en su mano mira qué demonios proferí al ver cómo su mano se había quemado y llenado de llagas en dónde el crucifijo había tocado su piel shhh no le digas nada a papá me suplicó apresurando las palabras al escucharlo bajar por las escaleras o de lo contrario creerá que mi esquizofrenia volvió
el gran deseo a las 30 velitas;en su fiesta de 30 años antes de soplar las velitas del pastel cerró los ojos fuertemente y deseó quiero un novio pero no uno cualquiera sino un novio alto guapo de cabellos oscuros piel blanca manos grandes de buena familia trabajador honesto que me ame por siempre y que quiera casarse lo antes posible porque ya tengo 30 y me estoy convirtiendo en la tía solterona y para cuando abrió los ojos descubrió sorprendida que todas velitas se habían consumido y que los invitados se habían ido
la bruja curandera;hace mucho mucho tiempo en un pequeño pueblo de no más de mil habitantes había una anciana muy inteligente que había pasado toda su vida estudiando los poderes curativos de las hierbas y cómo usarlas y mezclarlas para poder sanar a las personas así que todos en el pueblo cuando se enfermaban iban a visitar a la anciana quien era la única curandera que allí había un día al notar su vejez la anciana decidió enseñarle a una de las chicas más inteligentes del pueblo todo lo que sabía para que tomara su lugar cuándo muriera sin embargo al no estar muy interesada la chica no entendía nada de lo que le decía su maestra y hacía muchas preguntas estúpidas no entiendo cómo esta infusión de camomila puede aliviar el malestar estomacal preguntó la chica por quincuagésima vez con magia chica con magia le respondió la anciana perdiendo la paciencia cuando llegue alguien con malestar estomacal tú le das una infusión de camomila y esa persona se curará mágicamente la chica sorprendida por la respuesta empezó a llorar y aterrada salió corriendo de la choza de la anciana mientras gritaba bruja bruja la curandera es bruja haciendo que todos en el pueblo se alertaran y cuando le exigieron una explicación por tal acusación varias mujeres palidecieron y corroboraron las palabras de la chica diciendo que la anciana las había curado de su malestar estomacal muy misteriosa y efectivamente utilizando esa poción mágica horrorizados por tener una bruja entre ellos todo el pueblo se conglomeró frente a la choza de la anciana y tumbaron su puerta a la fuerza sin dejarla hablar la tomaron por el pelo la arrastraron por la calle y la quemaron viva en la plaza central
el secreto de los deseos;en una de las bancas del parque que estaban frente al pequeño lago artificial dos amigos estaban sentados alimentando a los patos ay no veo el momento en el que me convierta en un escritor famoso dijo el más alto y delgado de los amigos soltando un suspiro shhhhh lo cayó el otro que era gordito y bajito nunca has escuchado que los deseos y los negocios deben mantenerse en secreto hasta que se cumplan no puedes andar por ahí gritando tus deseos a los cuatro vientos bah pamplinas yo creo que es al revés y que el secreto de los deseos está en decirlos creerlos vivirlos que todos lo sepan y que el mundo lo crea para que el destino no tenga más opción que hacerlos realidad por eso yo digo quiero ser un escritor famoso no por eso grito quiero ser un escritor famoso quiero ser un escritor famoso quiero ser un escritor famoso después de semejante escándalo un hombre alto que pasaba por allí y que vestía un traje gris claro de tez pálida con cabellos negros lacios que llegaban hasta la comisura de su boca y que tapaban de cierto modo sus ojos que eran de colores distintos el derecho negro y el izquierdo dorado se acercó a los dos amigos sosteniendo entre sus manos un bastón negro con una perilla dorada en forma de ojo disculpen pero me pareció haber escuchado que uno de ustedes gritó que quería convertirse en un escritor famoso si yo respondió el más alto mientras el gordito se quedó muy callado y lo señalaba con una mano resulta que yo soy editor y representante literario si quieres toma mi tarjeta y pasa por mi oficina para que conversemos propuso el hombre sacando una tarjeta del bolsillo interno de su traje y dándosela al joven con su larga huesuda y pálida mano gracias dijo el amigo tomándola y sonriendo espero nos veamos pronto añadió el hombre antes de girar en sus talones y seguir su camino viste preguntó el amigo alto qué cosa inquirió el gordito lo que te decía si no hubiera dicho y gritado mi sueño de convertirme en un escritor famoso no tuviera en este momento la oportunidad de reunirme con un editor y vas a ir ese hombre da miedo sí por qué no el hombre es algo extraño lo admito pero ni que fuera el diablo
la leccion de vida;guarden sus lápices anunció la nueva maestra de historia al entrar al salón a partir de este momento escribirán solo con bolígrafo pero maestra reprochó el alumno más inteligente de la clase y si nos equivocamos si se equivocan tachan enmiendan o arreglan respondió firmemente mi deber como maestra aparte de darles lecciones de historia es darle lecciones de vida y la vida es como escribir con bolígrafo no podemos borrar nuestros errores y reescribirlos si no que tenemos que tachar enmendar arreglar y en algunos casos más extremos arrugar la hoja botarla y empezar desde cero
los huesos para los perros;cuando salió por primera vez de su tumba el esqueleto se sentó sobre ella a pensar sobre su muerte pero unos segundos más tarde otro esqueleto se le acercó corriendo y gritando cuidado con el perro corre qué dices a mí me encantan los perros eso era antes gritó el esqueleto tomando a su nuevo amigo por su huesuda mano y jalándolo para que empezara a correr corre
el mejor accesorio;después de pasar horas vistiéndose peinándose y maquillándose la joven alta esbelta y bella chica se quedó un largo rato viéndose frente al espero sintiendo que a pesar de todo algo le faltaba en ese momento escuchó a su novio millonario entrar en la habitación y estirando su mano hacía él lo llamó querido puedes venir acá un momento qué pasa amor nada sólo shhhh quédate en silencio y párate aquí junto a mí y cuando el reflejo de su novio apareció junto a ella y la tomó por la cintura pensó satisfecha perfecto
el vuelo de la bruja del 71;esa noche alrededor de las 330 am se escuchó una gran explosión seguida de un apagón general cuando los vecinos de uno de los edificios afectados salieron de sus apartamentos para ver qué había sucedido se encontraron a la inquilina del 71 muerta enredada y electrocutada entre los cables de corriente que colgaban debajo de su ventana pero lo que más inquietó a los vecinos no fue el apagón ni la misteriosa muerte de la inquilina sino los maullidos melancólicos del gato negro que estaba sentado al lado de una escoba de paja que se encontraba justo debajo del cádaver colgante de la mujer porque eso solo se podía significar una cosa que todos los rumores de que esa mujer era una bruja eran ciertos sin embargo los más escépticos insistían en que la inquilina solo se había suicidado lanzándose desde el balcón de su recámara en el piso número 7
el padrino;cuando mi mejor amiga me preguntó si quería ser el padrino de su hijo me emocioné mucho y me imaginé usando un smoking fumando y llegando rodeado de una banda de bandidos a la iglesia a bautizar a mi primer ahijado entonces qué dices te gustaría o no me preguntó de nuevo mi amiga al ver que me había quedado absorto en mis pensamientos me encantaría le respondí usando un tono bajo y grave imitando a al pacino
la casa en marbella;cuando vi a mi compañero de trabajo mirando absorto la lluvia caer a través de la ventana le pregunté ey en qué piensas oh no en nada aquí soñando despierto respondió tras soltar un suspiro y en qué soñabas en que tenía una casa frente al bello mar en marbella pero ugh la vida es injusta y eso es mucho pedir yo no lo creo te parece entonces regálame una si fuera millonario te la diera pero me refería a que no es mucho pedir porque desear soñar es gratis y no hay límites así que nunca es mucho pedir al contrario sueña más y pide más porque quién quita y tus sueños se hagan realidad le expliqué sabes algo en ese caso tienes razón así que aparte de tener una casa frente al bello mar en marbella también me gustaría tener una piña colada en mi mano mientras tomo el sol jajaja ves eso está mucho mejor
la médium enamorada;cuando la médium entró en el café se sorprendió al ver el fantasma de una mujer bailando alegremente sobre la cabeza de una persona pero se sorprendió aún más al descubrir que esa persona era el hombre más bello que había visto en esta y en sus pasadas vidas acercándose al hombre quien estaba sentado solo en una mesa para dos le dijo hola soy médium y puedo ver el fantasma de tu difunta esposa a tu lado en serio preguntó el hombre sorprendido sí y qué dice inquirió el hombre muy seriamente está muy triste dijo la médium y al hacerlo el fantasma de la mujer dejó de bailar y se quedó viéndola extrañada por qué preguntó el hombre al borde de las lágrimas porque no la dejas ir y ella quisiera que la superaras y siguieras con tu vida dijo la médium haciendo que el fantasma de la mujer se quedara boquiabierta en serio sí y qué puedo hacer al respecto pues podrías empezar conociendo a nuevas personas y a atreverte a enamorarte de nuevo qué te parece si ordenamos algo y nos conocemos tú y yo un poco más dijo la médium haciendo su movimiento mientras el fantasma de la mujer empezaba a jalarse los pelos desesperadamente qué dice ella le gustaría que hiciera eso inquirió el hombre preocupadamente totalmente le encantaría hasta puedo verla sonreír dijo la médium mientras el fantasma de la mujer lloraba lágrimas de sangre y se retorcía en ángulos inhumanos en el aire bueno está bien te invito un café aceptó el hombre pero vámonos para otro lugar porque este me trae muchos recuerdos
el poder de las armas;cuando tomó el revolver entre sus manos y sintió el frio metal hacer contacto con su piel un escalofrío recorrió todo su cuerpo helándole la sangre y haciéndole creer que era todopoderoso e invencible
el último microcuento;adiós escribió el autor y más nunca volvió a escribir un microcuento
el interrogatorio;dónde estabas qué estabas haciendo y con quién ay mujer deja la preguntadera ah ahora sí quieres que deje la preguntadera pero el primer día que nos conocimos si te gustaba que te preguntara te acuerdas que me dijiste que te encantaba que te preguntaran cosas y que podía hacerte todas las preguntas que quisiera bueno ahora responde dónde y con quién estabas
el niño espía;el águila aterrizó en el nido cambio ah qué dices mi niño que el águila aterrizó en el nido cambio qué águila de qué hablas ay mamá qué ya llegue a casa explicó el niño enojándose y colgando el teléfono estruendosamente
la ruina;esta mañana me lancé una cruz celta con las cartas del tarot y qué te mostraron que mi arte me arruinaría uy qué miedo qué vas a hacer al respecto pues más arte respondió sonriendo maliciosamente
el examen de matemáticas;esa noche tuvo una horrible pesadilla en la cual corría por el campo de batalla para llegar a la calculadora dorada esquivando los cientos de números uno que surcaban el cielo y lo atacaban cómo si fueran puntiagudas y mortíferas flechas logró resguardarse sin embargo no había dado ni un suspiro de alivio cuando los ocho empezaron a disparar bolas de cañón por sus agujeros haciendo que la tierra y los compañeros de clases que tenía a su lado volaran en mil pedazos tras sobrevivir al fuego siguió corriendo hacia su objetivo y está vez fue atacado por los nueve o los seis o ambos porque no supo diferenciarlos que volaban hacía él como si fueran boomerangs pero a pesar de todo saltando arrastrándose y hasta rodando logró llegar a la calculadora dorada y cuando finalmente las tuvo en sus manos presionando ac despertó exaltado
los problemas de la edad;fotografía por raquel broza regreso a casa después de visitar a su hija y escuchar todos los problemas que tenía con sus niños y su marido encendió un cigarrillo lo aspiró y al exhalar el caliente humo por sus envejecidos labios se preguntó preocupada si había cerrado la estufa antes de salir de casa
el encanto de los hombres malos;a pesar de que su madre hermanas y amigas le advirtieron que ese hombre no era bueno para ella porque era un canalla un villano no les creyó ni las escuchó hasta que lo comprobó por ella misma cuando después de decirle que había quedado embarazada él la agarró firmemente por los hombros y le dio un rodillazo en el vientre tan fuerte que la dejó sangrando e inconscientefin
el idioma del amor;mon amour croismoi quand je te dis que je taime non que je tadore parce que tes comme le soleil la lumière de ma vie alors je ne peux pas et je ne veux pas vivre sans toi pardonnemoi sil te plait donnemoi une autre opportunité no cállate no ni siquiera lo intentes a pesar de que el francés te funcionó muy bien para conquistarme esta vez no te va a ayudar a que te perdone vete no te quiero ver nunca más
cuando una puerta se cierra;después de que cometió el asesinato vio como la puerta del cielo se cerraba estruendosamente frente a su nariz y acto seguido escuchó el chirrido que hacían las siete puertas del infierno al abrirse a sus espaldas
el deseo del dinosaurio;foto por sir helder amos enfurecido entristecido y hambriento porque el trex le había robado la presa que había cazado el velociraptor al ver una estrella fugaz surcar los cielos en dirección a la tierra deseó lleno de odio que el mundo se acabara y que todos se extinguieran
la pesadilla del faraón;cuando el faraón despertó agitado y sudoroso en el otro mundo descubrió que no había sido un sueño lo habían dejado sin nada y enfurecido les lanzó cien mil maldiciones a todos los arqueólogos y saqueadores que irrumpieron en su aposento sagrado
el perro desobediente;había una vez un niño llamado josé que era muy desobediente inteligente pero desobediente y que al estar cansado de obedecer a su mamá cada vez que lo llamaba se le ocurrió un plan brillante para tener una excusa y desobedecer sus llamados así a tan sólo una semana de su cumpleaños josé pidió una mascota y tras rogar llorar y patalear sus padres decidieron darle un perrito como regalo de cumpleaños se va a llamar josé dijo el niño emocionado cuando recibió el perrito pero hijo igual que tú le preguntó la mamá confundida sí quiero que se llame como su padre mintió josé sonriendo macabramente desde entonces cada vez que su mamá lo llamaba josé josé ven acá rápido el niño la ignoraba y seguía jugando como si nada cansada de llamarlo cuando su mamá lo iba a buscar preguntándole entre gritos si estaba sordo y por qué no respondía a su llamado josé solo se limitaba a alzar los hombros y responder disculpa mamá pero pensé que era con mi perro al tercer día de pasar esto a la mamá de josé se le ocurrió una brillante idea y tras llamar josé ven acá josé sin obtener respuesta agarro al perro y lo metió vivo en una olla de agua hirviendo al escuchar los aullidos y ladridos de dolor del perro josé fue corriendo a la cocina y encontrando a su madre en el acto le preguntó con ojos llorosos y confundidos qué haces mamá por qué le haces eso a mi perro porque tengo media hora llamando josé josé josé pero mamá yo pensé que era con el perro si era con el perro respondió su madre fríamente y entonces pues como nunca obedeció me cansé de llamarlo así que fui a donde estaba lo agarré y lo metí en la olla de agua hirviendo para que aprenda su lección y eso es lo que voy a hacer de ahora en adelante con todo aquel que me desobedezca puntualizó la madre muy seriamente y desde ese día josé aterrado huyó de casa y más nunca fue visto por sus padres
el soñador;al abrir los ojos recordó lo horrible que era el mundo real así que los volvió a cerrar y siguió viviendo en su mundo de fantasías
amores fugaces;cuando se fue a la cama a pesar de haber tenido una día largo y complicado recordó la efímera sonrisa que le dedicó aquel desconocido que se cruzó en su camino y olvidándose de todo se quedó dormido con una gran sonrisa en los labios
el deseo de cumpleaños;mientras le cantaban el cumpleaños la niña cerró fuertemente los ojos y se concentró en pedir su deseo con todas sus fuerzas y cuando finalmente sopló las velitas de la nada se materializó un pony rosado que cayó sobre el pastel salpicando a todos los presentes
sin lentes;te ves raro sin lentes sí tú también ah pero cómo así yo no uso lentes o sea yo sin lentes te veo rara le respondió a la mancha borrosa que tenía en frente
la última caída de el gato;cuando su esposo salió al balcón para hablar por teléfono ella se escondió entre las cortinas para espiarlo pero cuando lo escuchó decir tranquila mi reina tranquila amor no te preocupes mi esposa no se va a dar cuenta y si se da no hay problema algo me invento y la estúpida esa se lo cree recuerda que yo soy cómo los gatos siempre caigo parado salió enfurecida de su escondite y lo empujó tan fuerte que el hombre se cayó del balcón desde el 9no piso
la inalcanzable;a pesar de pasar todo el día mostrando seguridad en si misma de su belleza y de su perfección por la noche justo antes de dormir la duda la atacaba y se preguntaba si soy tan bella y perfecta por qué sigo sola
la venganza de la hormiga mutante;después de alcanzar un tamaño gigantesco por meterse en un barril de desecho toxicos lo primero que hizo la notan pequeña hormiguita fue dirigirse a la primera ciudad que vio a lo lejos para aplastar con su nuevo gigantesco pie los edificios y casas de los humanos tal como uno de ellos había hecho con su hormiguero hace mucho tiempo en el bosque donde vivía
el día libre de cupido;cuando todos los ángeles vieron a cupido divirtiéndose sobre la nube 9 mientras se tomaba un cosmopolitan se alarmaron mucho y le gritaron cupido qué haces allí divirtiéndote hoy es 14 de febrero tu día más ocupado del año baja a la tierra ahora mismo y ponte a flechar corazones jajaja cálmense amigos no es necesario dijo cupido sorbiendo de su bebida no hago falta allá abajo cómo qué no pues miren por ustedes mismos les mostró cupido abriendo un hueco en la nube en la que estaban parados para que los ángeles vieran los millones de personas que se estaban emparejando y yendo a hoteles por ellos mismos pero cómo se preguntaron confundidos tindr grindr badoo eharmony contó cupido con los dedos de la mano y un montón de aplicaciones y páginas web más gracias a las cuales puedo por fin disfrutar y relajarme en mi cumpleaños explicó sorbiendo nuevamente de su cosmopolitan y pasándoselo a los ángeles para que celebraran con él
el tiempo es relativo;vamos preciosa solo será una horita y la vamos a pasar tan rico que te apuesto se va ir volando le susurró el gordo sudado y grasiento al oído mientras sacaba un fajo de billetes de su bolsillo está bien mi gordo pero solo una horita porque ando ocupadita respondió la prostituta tomando el fajo de billetes y guardándoselo entre los senos mientras pensaba que se le avecinaba la hora más larga de su vida
la mejor dieta;cuando sus amigas notaron todos los kilos que había perdido en las últimas semanas le preguntaron muy indiscretamente cómo lo había hecho muy fácil respondió con la dieta del mimo la dieta del mimo preguntaron sus amigas al unísono si la dieta del mimo es muy buena y efectiva puedes comer de todo dulces chocolates pasteles de todo pero solo que tienes que hacerlo cómo comen los mimos y cómo comen los mimos inquirió una de sus amigas así la mujer entonces alzo sus manos y le mostró la dos palmas a sus amigas luego muy gestualmente tomó con su dedo pulgar e índice un cierre imaginario y se lo pasó por la boca acto seguido la mujer se dirigió a la cocina abrió la alacena sacó un plato una cuchara un tenedor y un cuchillo y lo colocó en la mesa después abrió el refrigerador y de él sacó muy gestualmente varios recipientes imaginarios de los cuales llenó con comida imaginaria su plato tras guardar los recipientes de vuelta la mujer se sentó de nuevo a la mesa con sus amigas y se comió muy gestualmente toda su comida imaginaria con una expresión de gusto y satisfacción en su cara que nadie podría imitar al finalizar la comida la mujer volvió a alzar sus manos le mostró las dos palmas a sus amigas e imitando el gesto anterior se abrió el cierre imaginario de su boca uff estoy llenísima estaba delicioso exclamó sobándose la barriga mientras sus amigas la veían con ojos muy abiertos como si estuviera loca
ausencia paterna;cuando presentó a su nuevo novio a la familia su padre se paró de la mesa se acercó a él le extendió la mano y muy calurosamente le dijo déjame adivinar te llamas josé sí señor cómo lo sabe casualmente todos los novios de mi hija se llaman josé en serio le preguntó el novio a su novia sí asintió la chica con un ligero movimiento de cabeza mientras se ruborizaba y bajaba la mirada qué curioso exclamó el chico pensativo y usted señor cómo se llama josé respondió el hombre con una gran sonrisa
solo hasta la muerte;justo antes de su muerte le susurró a su esposa en el oído te amo este no es más que un hasta luego te espero en el cielo donde podremos estar juntos por siempre sin embargo su mujer tan pronto lo hubo enterrado se convirtió en la mujer más pecaminosa con el único propósito de ganarse un lugar en el infierno porque según ella el acuerdo al que habían llegado cuando se casaron era hasta que la muerte los separara
las estatuas de hielo de debajo del puente;todos las mañanas camino a la escuela madre e hija pasaban por debajo de un puente donde vivían alrededor de cinco personas que no tenían hogar y todos los días la niña le pedía a su mamá un poco de cambio para darles a esas pobres personas que no tenían ni un centavo para comer un mañana después de una noche terriblemente fría cuando la mamá y la hija pasaron por debajo del puente una se quedó horrorizada mientras que la otra se quedó encantada al ver cuatro majestuosas y realistas estatuas de hielo con forma de humanos en diferentes poses wow qué bellas mamá qué son chilló la niña no las toques gritó la mamá al ver que su hija se acercaba a una de ellas para detallarlas mejor no las toques ven dame la mano no te acerques mucho ay mamá me haces daño suéltame quiero ver mejor esas figuras qué son no son nada nada sentenció la mamá solo son unas estatuas de hielo parte de una nueva obra de arte en la ciudad aaah y mamá sabes qué se hicieron las personas sin hogar que solían vivir aquí los desalojaron respondió sagazmente su madre los desalojaron para poner esta nueva majestuosa y realista obra de arte ah qué bueno yo pensé dijo la niña perspicazmente qué pensaste querida preguntó la mamá aterrada no nada nada chilló la niña negando con su cabeza olvídalo es una locura mejor nos apuramos mamá porque si no llegaré tarde a la escuela
el último deseo del artista;justo antes de morir el joven artista quien en vida había hecho lo posible e imposible para volverse famoso le susurró a su padre al oído desde su lecho de muerte quémalo quémalo todo qué no quede nada mis escritos mis pinturas mis fotos quémalo todo si no me valoraron en vida no permitas que me sobrevaloren después de muerto
comparte una coca cola con;cuando vio la nueva campaña de la coca cola pensó que era la excusa perfecta para poder acercarse a la chica que le gustaba así que empezó a buscar cómo loco una botella de coca cola que trajera el nombre de ella en su etiqueta después de pasar semanas buscando finalmente encontró en una gasolinera en las afueras de la ciudad una botella con el nombre de la chica y tras comprarla se fue corriendo al parque donde ella siempre estaba con sus amigas tan pronto llegó al parque su corazón empezó a latir muy rápidamente hasta que la vio y sintió que su corazón y todo su cuerpo se paralizaba al instante pero luego de unos segundos se llenó de valor y afrontando sus nervios se acercó a ella muy tímidamente hohohola titubeó por casualidad vi esta coca cola con tu nombre en el súper y la compré pensando en ti dijo extendiendo su temblorosa mano para darle la botella a la chica la chica sorprendida se le quedó viendo un momento y tras examinarlo de arriba a abajo con la mirada le contestó con un chillido ay gracias qué lindo pero sorry yo solo tomo pepsi bye dejándolo con el corazón roto y el brazo extendido mientras sus amigas se reían ruidosamente
un amor imposible;qué me ves le preguntó bruscamente su mejor amigo hetero cuando se quedó inconscientemente mirándolo embelesado oh no no nada respondió bajando la mirada al piso y ruborizándose
el tsunami;soy agua pensó respirando profundamente mientras trataba de calmar sus inestables emociones soy agua clara pura y cristalina soy el mar soy el mar que arropa las playas con sus calmadas olas continuó soy el rio soy el rio que sigue su cauce libre y calmadamente sin detenerse soy el océano soy el océano soy el océano que pensó perdiendo la batalla soy el océano que destruye todo a su paso con un gran y devastador tsunami
el secreto detrás del gran éxito de la panadería;justo antes de empezar a hornear el panadero abría todas las puertas y ventanas de la panadería
pieles de animales;cuando el diseñador de modas anunció que había utilizado pieles de animales en su última colección todos en el público aplaudieron emocionados pero cuando los modelos empezaron a desfilar sus vestimentas hechas con piel humana provenientes de los cazadores furtivos y otros diseñadores que utilizaban pieles de animales en sus colecciones los aplausos del público se transformaron en gritos de horror y asco
parálisis de sueño;cuando el diablo vio a uno de sus demonios regresar cabizbajo al infierno le gritó enfurecido qué haces aquí lololo siento mucho milord pero se despertó quién se despertó vociferó el diablo lanzando fuego por la boca el humano milord titubeó el demonio el humano se despertó justo antes de que pudiera poseerlo idiota yayaya me había sentado en su pecho amo estaba listo para poseerlo pero no quiero oír explicaciones bramó el diablo mientras sus llamas se tornaban azules 500 años de caldera hirviendo pero milord y 500 más de latigazos
la visita del demonio;cuando despertó descubrió horrorizado que no podía mover su cuerpo y sintió como una presencia oscura invadía su habitación y lo presionaba fuertemente contra la cama despavorido intentó gritar pero no pudo su boca no se movía intentó pararse y salir corriendo pero tampoco pudo su cuerpo no respondía así que trató de calmarse sin embargo justo en ese momento del armario salió una sombra alada que se acercó a él lentamente y se posó sobre su pecho al verla se desesperó aún más y traumatizado intentó cerrar los ojos para no ver cómo era atacado por esa misteriosa entidad pero al igual que todo su cuerpo sus parpados no respondieron y no le quedó más alternativa que mirar fijamente a lo que lo acechaba sin embargo al hacerlo se dio cuenta de que no había ninguna sombra en la habitación ni que ninguna fuerza oscura lo presionaba contra la cama porque podía moverse libremente asustado por lo que acababa de vivir prendió la computadora para investigar qué le había pasado y cuando leyó que todo había sido causado por una parálisis de sueño y no por la visita del demonio se sintió muy aliviado
la gran mentira el amor incondicional;te amo incondicionalmente le susurró su chica al oído mientras lo besaba yo también te amo le dijo abrazándola pero no incondicionalmente oh chilló la chica alejándose de él y mirándolo con la boca abierta y los ojos llenos de lágrimas pero no te confundas tú tampoco me amas incondicionalmente claro que sí refutó su novia tratando de mantener la calma yo te amo y te seguiré amando pase lo que pase segura sí estás seguras que me seguirías amando incondicionalmente incluso si yo dejara de amarte le preguntó mirándola perspicazmente me seguirías amando aun cuando esta relación se acabe y me veas en la calle tomado de la mano con otra chica su novia se quedó en silencio por un largo rato mirándolo fijamente mientras negaba lenta y repetidamente con su cabeza hasta que finalmente volvió en si y le dio una cachetada antes de marcharse enojada
la muñeca poseída navidad;mamááááááááá qué pasó querida preguntó entrando rápidamente a la habitación de su pequeña por qué gritas la muñeca que me trajo santa está poseída chilló la niña llorando jajaja por qué lo dices tesoro mira gritó la niña señalando la muñeca abre los ojos habla se para camina y hasta dice mi nombre querida esa muñeca no está poseída sino que es la nueva muñeca último modelo capaz de hacer todo eso mucho y más mira si presionas este botón también baila y canta no es divertida no mamá me da miedo se quejó la niña limpiándose las lágrimas con sus manitas no seas tonta querida sigue jugando y diviértete con tu nueva muñequita si está bien mamá pero cuando la niña y su nuevo juguete se quedaron nuevamente solas en la habitación la muñeca giró la cabeza para verla fijamente a los ojos y le dijo con una lúgubre voz electrónica te quiero abrázame
